チケットID,チケット名,運営会社,全運営会社,会社数,联名フラグ,地域コード,地域,地域(中),跨地域,発売タイプコード,発売タイプ,発売タイプ(中),媒体,紙チケット,スマホチケット,発売状況コード,発売状況図例,発売開始,発売終了,大人料金,小人料金,最低料金,料金,有効期間,有効日数,発売期間,利用期間,フリー区間,区間地図,利用可能設備,制限事項,制限数,発売箇所,問合せ,備考,公式URL,公式リンク,拡張項目,詳細URL,保存ファイル,表示順,取得日時,タイトル,発売数量,申込期間,申込場所,元索引
rinkai92,ジブリの立体造型物展 1日乗車券,東京臨海高速鉄道,['東京臨海高速鉄道'],1,FALSE,kanto,関東,关东,['関東'],kikan,期間限定タイプ,期间限定,['実券'],TRUE,FALSE,ended,終了,,,730,,730,大人：730円,１日,1,2025年5月16日〜2025年11月30日,2025年5月16日〜2025年11月30日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/rinkai.gif'],,[],0,"りんかい線各駅の有人改札口 
 りんかい線オフィシャルストア",東京臨海高速鉄道本社営業課 TEL:03-3527-7134,,https://www.twr.co.jp/tabid/101/Default.aspx?itemid=1064&dispmid=860,"[{'text': '東京臨海高速鉄道', 'url': 'https://www.twr.co.jp/tabid/101/Default.aspx?itemid=1064&dispmid=860'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/rinkai92.htm,rinkai92.htm,167,2026-08-10 01:30:50.424840+00:00,ジブリの立体造型物展 1日乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/rinkai92.htm
monorail01,東京モノレール沿線お散歩1dayパス,東京モノレール,['東京モノレール'],1,FALSE,kanto,関東,关东,['関東'],holiday,週末限定タイプ,周末限定,['実券'],TRUE,FALSE,on_sale,発売中,,,700,350,350,大人：700円 小人：350円,１日,1,利用当日,"土休日 
 2021年4月29日〜2021年5月5日 
 2021年12月29日〜2022年1月3日",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/tokyo_monorail.gif'],,[],0,東京モノレール全駅,東京モノレール：,,http://www.tokyo-monorail.co.jp/tickets/value/ensenosanpo.html,"[{'text': '東京モノレール', 'url': 'http://www.tokyo-monorail.co.jp/tickets/value/ensenosanpo.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/monorail01.htm,monorail01.htm,168,2026-08-10 01:30:50.424840+00:00,東京モノレール沿線お散歩1dayパス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/monorail01.htm
tama01,一日乗車券,多摩都市モノレール,['多摩都市モノレール'],1,FALSE,kanto,関東,关东,['関東'],tunen,通年発売タイプ,全年发售,['実券'],TRUE,FALSE,on_sale,発売中,,,890,450,450,大人：890円／小人：450円,１日,1,通年,発売当日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/tama.gif'],,[],0,各駅の自動券売機,多摩都市モノレール TEL:042-526-7816,,https://www.tama-monorail.co.jp/monorail/ticket/index.html,"[{'text': '多摩都市モノレール', 'url': 'https://www.tama-monorail.co.jp/monorail/ticket/index.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tama01.htm,tama01.htm,169,2026-08-10 01:30:50.424840+00:00,一日乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tama01.htm
tama02,多摩モノレールセット券,多摩都市モノレール,['多摩都市モノレール'],1,FALSE,kanto,関東,关东,['関東'],tunen,通年発売タイプ,全年发售,['実券'],TRUE,FALSE,on_sale,発売中,,,920,,500,"対象施設 大人 小人 内容 
 ららぽーと立川立飛 1,000円 ― お買物・お食事券引換券500円分 
 国営昭和記念公園 920円 
 (高校生以上) ― 国営昭和記念公園入園券付き 
 多摩動物公園 1,000円 
 (高校生以上) ― 入園整理券付き",１日,1,"通年 
 「ららぽーと立川立飛」は不定期発売",発売当日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/tama.gif'],,['「ららぽーと立川立飛」は不定期発売'],1,各駅の自動券売機,多摩都市モノレール TEL:042-526-7816,,https://www.tama-monorail.co.jp/monorail/ticket/set/index.html,"[{'text': '多摩都市モノレール', 'url': 'https://www.tama-monorail.co.jp/monorail/ticket/set/index.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tama02.htm,tama02.htm,170,2026-08-10 01:30:50.424840+00:00,多摩モノレールセット券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tama02.htm
tama92,たまモノこどもワンデーパス,多摩都市モノレール,['多摩都市モノレール'],1,FALSE,kanto,関東,关东,['関東'],kikan,期間限定タイプ,期间限定,['実券'],TRUE,FALSE,period,2026/7/18  〜9/30,2026/7/18,2026/9/30,,200,200,小人：200円,１日,1,"2026年4月25日〜2026年5月31日 
 2026年7月18日〜2026年9月30日","2026年4月25日〜2026年5月31日 
 2026年7月18日〜2026年9月30日",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/tama.gif'],,[],0,多摩モノレール全駅の自動券売機,多摩都市モノレール TEL:042-526-7816,,https://www.tama-monorail.co.jp/2026/07/post-580.html,"[{'text': '多摩都市モノレール', 'url': 'https://www.tama-monorail.co.jp/2026/07/post-580.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tama92.htm,tama92.htm,171,2026-08-10 01:30:50.424840+00:00,たまモノこどもワンデーパス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tama92.htm
yokohama11,地下鉄１日乗車券,横浜市交通局,['横浜市交通局'],1,FALSE,kanto,関東,关东,['関東'],tunen,通年発売タイプ,全年发售,['実券' 'デジタル'],TRUE,TRUE,on_sale,発売中,,,740,370,370,大人：740円／小人：370円,１日,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/yokohama01.gif'],,[],0,"各駅自動販売機,地下鉄各駅事務室,定期券発売所 
 PASMOへの搭載も可 
 my route",横浜市交通局 TEL:045-671-3177(地下鉄),,https://www.city.yokohama.lg.jp/kotsu/bus/unchin/ichinichi.html#07D6B,"[{'text': '横浜市交通局', 'url': 'https://www.city.yokohama.lg.jp/kotsu/bus/unchin/ichinichi.html#07D6B'}
 {'text': 'my route', 'url': 'https://www.myroute.fun/contents/ticket/20220730.html#anchor01'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/yokohama11.htm,yokohama11.htm,172,2026-08-10 01:30:50.424840+00:00,地下鉄１日乗車券 地下鉄IC１日乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/yokohama11.htm
yokohama12,バス・地下鉄１日乗車券,横浜市交通局,['横浜市交通局'],1,FALSE,kanto,関東,关东,['関東'],tunen,通年発売タイプ,全年发售,['実券' 'デジタル'],TRUE,TRUE,on_sale,発売中,,,830,420,420,大人：830円／小人：420円,１日,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/yokohama02.gif'],,[],0,"各駅自動販売機,地下鉄各駅事務室,定期券発売所 
 my route",横浜市交通局 TEL:045-671-3177(地下鉄),,https://www.city.yokohama.lg.jp/kotsu/bus/unchin/ichinichi.html#3362D,"[{'text': '横浜市交通局', 'url': 'https://www.city.yokohama.lg.jp/kotsu/bus/unchin/ichinichi.html#3362D'}
 {'text': 'my route', 'url': 'https://www.myroute.fun/contents/ticket/20220730.html#anchor01'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/yokohama12.htm,yokohama12.htm,173,2026-08-10 01:30:50.424840+00:00,バス・地下鉄１日乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/yokohama12.htm
yokohama06,みなとぶらりチケット,横浜市交通局,['横浜市交通局'],1,FALSE,kanto,関東,关东,['関東'],tunen,通年発売タイプ,全年发售,['実券' 'デジタル'],TRUE,TRUE,on_sale,発売中,,,700,350,350,大人：700円／小人：350円,１日,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/yokohama06.gif'],,[],0,"横浜,高島町,桜木町,関内,伊勢佐木長者町の各駅 
 横浜駅お客様サービスセンター,関内駅定期券発売所、横浜駅東口定期券発売窓口 
 観光案内所(桜木町) 
 日本旅行,近畿日本ツーリスト,名鉄観光,HIS(クーポンを発売しチケット発売駅で交換) 
 市内ホテル 
 遠州鉄道・浜松駅バスターミナル乗車券センター,高速バス浜松横浜線車内 
 my route(マイルート)",横浜市交通局 TEL: 045-671-3161,,https://www.city.yokohama.lg.jp/kotsu/bus/unchin/minatoburari.html#8B4F0,"[{'text': '横浜市交通局', 'url': 'https://www.city.yokohama.lg.jp/kotsu/bus/unchin/minatoburari.html#8B4F0'}
 {'text': 'my route(マイルート)', 'url': 'https://top.myroute.fun/ticket/kanagawa'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/yokohama06.htm,yokohama06.htm,174,2026-08-10 01:30:50.424840+00:00,みなとぶらりチケット,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/yokohama06.htm
yokohama07,みなとぶらりチケットワイド,横浜市交通局,['横浜市交通局'],1,FALSE,kanto,関東,关东,['関東'],tunen,通年発売タイプ,全年发售,['実券' 'デジタル'],TRUE,TRUE,on_sale,発売中,,,750,380,380,大人：750円／小人：380円,１日,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/yokohama07.gif'],,[],0,"新横浜,横浜,高島町,桜木町,関内,伊勢佐木長者町,阪東橋,吉野町 
 横浜駅東口定期券発売窓口 
 日本旅行,近畿日本ツーリスト,名鉄観光,HIS(クーポンを発売しチケット発売駅で交換) 
 市内ホテル 
 my route(マイルート)",横浜市交通局 TEL: 045-671-3161,,https://www.city.yokohama.lg.jp/kotsu/bus/unchin/minatoburari.html#2134C,"[{'text': '横浜市交通局', 'url': 'https://www.city.yokohama.lg.jp/kotsu/bus/unchin/minatoburari.html#2134C'}
 {'text': 'my route(マイルート)', 'url': 'https://top.myroute.fun/ticket/kanagawa'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/yokohama07.htm,yokohama07.htm,175,2026-08-10 01:30:50.424840+00:00,みなとぶらりチケットワイド,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/yokohama07.htm
yokohama92,横浜春節祭2026デザインみなとぶらりチケット,横浜市交通局,['横浜市交通局'],1,FALSE,kanto,関東,关东,['関東'],kikan,期間限定タイプ,期间限定,['実券' 'デジタル'],TRUE,TRUE,ended,終了,,,500,250,250,大人：500円／小人：250円,１日,1,2026年1月20日〜2026年3月3日,"2026年1月20日〜2026年3月31日 
 デジタル版は、購入日より180日以内",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/yokohama04.gif'],,[],0,"横浜,高島町,桜木町,関内,伊勢佐木長者町 
 
横浜駅東口定期券発売所 
 
横浜駅お客様サービスセンター 
 
桜木町駅観光案内所 
 
ニューオータニイン横浜プレミアム 
 
三井ガーデンホテル横浜みなとみらいプレミア 
 
ローズホテル横浜 
 
横浜桜木町ワシントンホテル 
 
横浜ベイシェラトン ホテル＆タワーズ 
 
リッチモンドホテル横浜馬車道 
 
 観光情報サイトアットヨコハマ",横浜市交通局高速鉄道本部営業課 TEL: 045-671-3171,文化・観光施設、ショッピング・レジャー施設などで、割引等のサービスあり。,https://www.city.yokohama.lg.jp/kotsu/bus/oshirase/shunsetsu2026.html,"[{'text': '横浜市交通局', 'url': 'https://www.city.yokohama.lg.jp/kotsu/bus/oshirase/shunsetsu2026.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/yokohama92.htm,yokohama92.htm,176,2026-08-10 01:30:50.424840+00:00,横浜春節祭2026デザイン みなとぶらりチケット,"紙タイプ：3,000枚",,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/yokohama92.htm
yokohama105,横浜マラソン2025特別デザインみなとぶらりチケットワイド,横浜市交通局,['横浜市交通局'],1,FALSE,kanto,関東,关东,['関東'],kikan,期間限定タイプ,期间限定,['実券'],TRUE,FALSE,ended,終了,,,750,380,380,大人：750円／小人：380円,１日,1,2025年10月1日〜2025年10月27日,2025年10月1日〜2025年12月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/yokohama07.gif'],,[],0,"横浜駅〜吉野町駅の駅事務室 
 
横浜駅東口定期券発売所 
 
横浜駅お客様サービスセンター",横浜市交通局自動車本部営業課 TEL: 045-671-3211,文化・観光施設、ショッピング・レジャー施設などで、割引等のサービスあり。,https://www.city.yokohama.lg.jp/kotsu/bus/oshirase/marathon2025.html,"[{'text': '横浜市交通局', 'url': 'https://www.city.yokohama.lg.jp/kotsu/bus/oshirase/marathon2025.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/yokohama105.htm,yokohama105.htm,177,2026-08-10 01:30:50.424840+00:00,横浜マラソン2025特別デザインみなとぶらりチケットワイド,"2,000枚",,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/yokohama105.htm
sotetsu01,相鉄・鉄道全線１日乗車券,相模鉄道,['相模鉄道'],1,FALSE,kanto,関東,关东,['関東'],tunen,通年発売タイプ,全年发售,['実券'],TRUE,FALSE,on_sale,発売中,,,880,220,220,大人：880円／小人：220円,１日,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/sotetsu01.gif'],,[],0,相鉄線全駅の券売機,相鉄お客様センター TEL:045-319-2111,,https://www.sotetsu.co.jp/train/tickets/tour/#1day,"[{'text': '相模鉄道', 'url': 'https://www.sotetsu.co.jp/train/tickets/tour/#1day'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sotetsu01.htm,sotetsu01.htm,178,2026-08-10 01:30:50.424840+00:00,相鉄・鉄道全線１日乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sotetsu01.htm
sotetsu81,相鉄 夏のワンデーパス(鉄道・バス全線),相模鉄道,['相模鉄道'],1,FALSE,kanto,関東,关东,['関東'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,ended,終了,,,1200,320,320,"大人：1,200円／小人：320円",１日,1,2025年8月1日〜2025年9月7日,2025年8月1日〜2025年9月7日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/sotetsu81.gif'],,[],0,RYDE PASS,相鉄お客様センター TEL:045-319-2111,,https://www.sotetsu.co.jp/pressrelease/train/r25-126/,"[{'text': '相模鉄道', 'url': 'https://www.sotetsu.co.jp/pressrelease/train/r25-126/'}
 {'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/078W0DS1LP8Z'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sotetsu81.htm,sotetsu81.htm,180,2026-08-10 01:30:50.424840+00:00,相鉄 夏のワンデーパス(鉄道・バス全線),,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sotetsu81.htm
mm01,みなとみらい線一日乗車券,横浜高速鉄道,['横浜高速鉄道'],1,FALSE,kanto,関東,关东,['関東'],tunen,通年発売タイプ,全年发售,['実券' 'デジタル'],TRUE,TRUE,on_sale,発売中,,,410,230,230,"大人：460円／小人：230円 
 2025年6月9日〜2025年7月6日 Q SKIP 大人：410円",１日,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/minatomirai.gif'],,[],0,"みなとみらい線各駅 
 Q SKIP",横浜高速鉄道 TEL:045-664-0629,,http://www.mm21railway.co.jp/info/oneday.html,"[{'text': '横浜高速鉄道', 'url': 'http://www.mm21railway.co.jp/info/oneday.html'}
 {'text': 'Q SKIP', 'url': 'https://www.q-skip.tokyu.co.jp/tickets/58'}
 {'text': 'Q SKIP', 'url': 'https://www.q-skip.tokyu.co.jp/campaign/2'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/mm01.htm,mm01.htm,181,2026-08-10 01:30:50.424840+00:00,みなとみらい線一日乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/mm01.htm
seaside01,全線１日乗車券,横浜シーサイドライン,['横浜シーサイドライン'],1,FALSE,kanto,関東,关东,['関東'],tunen,通年発売タイプ,全年发售,['実券'],TRUE,FALSE,on_sale,発売中,,,680,340,340,大人：680円／小人：340円,１日,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/seaside.gif'],,[],0,シーサイドライン各駅券売機,横浜新都市交通 TEL:045-787-7007,,http://www.seasideline.co.jp/fare_ticket/about_ticket/index.html,"[{'text': '横浜新都市交通', 'url': 'http://www.seasideline.co.jp/fare_ticket/about_ticket/index.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/seaside01.htm,seaside01.htm,183,2026-08-10 01:30:50.424840+00:00,全線１日乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/seaside01.htm
seaside94,夏のお出かけこども１日乗車券,横浜シーサイドライン,['横浜シーサイドライン'],1,FALSE,kanto,関東,关东,['関東'],kikan,期間限定タイプ,期间限定,['実券'],TRUE,FALSE,period,2026/7/11  〜8/19,2026/7/11,2026/8/19,100,,100,大人：-円／小人：100円,１日,1,2026年7月11日〜2026年8月19日,2026年7月11日〜2026年8月19日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/seaside.gif'],,[],0,シーサイドライン各駅券売機,横浜新都市交通 TEL:045-787-7007,,https://www.seasideline.co.jp/pdf/26062411400327/%E5%B0%8F%E5%AD%A6%E7%94%9F%E9%99%90%E5%AE%9A!100%E5%86%86%E3%81%A7%E3%82%B7%E3%83%BC%E3%82%B5%E3%82%A4%E3%83%89%E3%83%A9%E3%82%A4%E3%83%B31%E6%97%A5%E4%B9%97%E3%82%8A%E6%94%BE%E9%A1%8C%EF%BC%81%E2%80%9C%E3%81%8A%E5%87%BA%E3%81%8B%E3%81%91%E3%82%B9%E3%83%9D%E3%83%83%E3%83%88%E3%81%9F%E3%81%8F%E3%81%95%E3%82%93!%E3%81%8A%E5%8F%8B%E9%81%94%E3%82%84%E5%AE%B6%E6%97%8F%E3%81%A8%E3%81%8A%E3%83%88%E3%82%AF%E3%81%AB%E3%81%8A%E5%87%BA%E3%81%8B%E3%81%91%E3%81%97%E3%82%88%E3%81%86!%E2%80%9D.pdf,"[{'text': '横浜新都市交通', 'url': 'https://www.seasideline.co.jp/pdf/26062411400327/%E5%B0%8F%E5%AD%A6%E7%94%9F%E9%99%90%E5%AE%9A!100%E5%86%86%E3%81%A7%E3%82%B7%E3%83%BC%E3%82%B5%E3%82%A4%E3%83%89%E3%83%A9%E3%82%A4%E3%83%B31%E6%97%A5%E4%B9%97%E3%82%8A%E6%94%BE%E9%A1%8C%EF%BC%81%E2%80%9C%E3%81%8A%E5%87%BA%E3%81%8B%E3%81%91%E3%82%B9%E3%83%9D%E3%83%83%E3%83%88%E3%81%9F%E3%81%8F%E3%81%95%E3%82%93!%E3%81%8A%E5%8F%8B%E9%81%94%E3%82%84%E5%AE%B6%E6%97%8F%E3%81%A8%E3%81%8A%E3%83%88%E3%82%AF%E3%81%AB%E3%81%8A%E5%87%BA%E3%81%8B%E3%81%91%E3%81%97%E3%82%88%E3%81%86!%E2%80%9D.pdf'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/seaside94.htm,seaside94.htm,184,2026-08-10 01:30:50.424840+00:00,夏のお出かけこども１日乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/seaside94.htm
syonan01,湘南モノレール一日フリーきっぷ,湘南モノレール,['湘南モノレール'],1,FALSE,kanto,関東,关东,['関東'],tunen,通年発売タイプ,全年发售,['デジタル'],FALSE,TRUE,on_sale,発売中,,,610,310,310,大人：610円／小人：310円,１日,1,通年,発売当日限り,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/syonan.gif'],,[],0,湘南モノレール公式サイト,湘南モノレール TEL:0467-45-3185,,http://www.shonan-monorail.co.jp/freeticket/oneday.html,"[{'text': '湘南モノレール', 'url': 'http://www.shonan-monorail.co.jp/freeticket/oneday.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/syonan01.htm,syonan01.htm,185,2026-08-10 01:30:50.424840+00:00,湘南モノレール一日フリーきっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/syonan01.htm
syonan02,モノレールdeえのすい,湘南モノレール,['湘南モノレール'],1,FALSE,kanto,関東,关东,['関東'],tunen,通年発売タイプ,全年发售,['デジタル'],FALSE,TRUE,on_sale,発売中,,,3130,1480,1480,"大人：3,130円／小人：1,480円／中学生：1,780円／高校生：2,230円",１日,1,通年,発売当日限り,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/syonan.gif'],,[],0,湘南モノレール公式サイト,湘南モノレール TEL:0467-45-3185,,https://www.shonan-monorail.co.jp/form/enosui2024/,"[{'text': '湘南モノレール', 'url': 'https://www.shonan-monorail.co.jp/form/enosui2024/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/syonan02.htm,syonan02.htm,186,2026-08-10 01:30:50.424840+00:00,モノレールdeえのすい,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/syonan02.htm
